ReviewID	SentenceID	Text	Tokens
884	884_5	I'm sure we wouldn't had any problems if we had been informed by a staff that was more knowledgeable about the membership card.	["I","'m","sure","we","would","n't","had","any","problems","if","we","had","been","informed","by","a","staff","that","was","more","knowledgeable","about","the","membership","card","."]
885	885_0	Had a great time celebrating my 50th birthday.	["Had","a","great","time","celebrating","my","50th","birthday","."]
885	885_1	Staff were great very accommodating in every way.	["Staff","were","great","very","accommodating","in","every","way","."]
885	885_2	Hotel very well maintained to an excellent standard.	["Hotel","very","well","maintained","to","an","excellent","standard","."]
885	885_3	Would visit again, highly recommended.	["Would","visit","again",",","highly","recommended","."]
885	885_4	very convenient location and genuinely luxurious facilities.	["very","convenient","location","and","genuinely","luxurious","facilities","."]
886	886_0	Hotel room and facilities were excellent.	["Hotel","room","and","facilities","were","excellent","."]
886	886_2	Friendly and helpful staff.	["Friendly","and","helpful","staff","."]
886	886_4	However, due to size of hotel and facilities, navigation through the hallways and elevators was somewhat confusing.	["However",",","due","to","size","of","hotel","and","facilities",",","navigation","through","the","hallways","and","elevators","was","somewhat","confusing","."]
886	886_5	Could have used a better and more thorough hotel map, but could not find.	["Could","have","used","a","better","and","more","thorough","hotel","map",",","but","could","not","find","."]
887	887_0	I work on the strip and I would recommend the Venetian to anyone coming to las Vegas.	["I","work","on","the","strip","and","I","would","recommend","the","Venetian","to","anyone","coming","to","las","Vegas","."]
887	887_1	The hotel is beautiful and clean the staff are wonderful	["The","hotel","is","beautiful","and","clean","the","staff","are","wonderful"]
888	888_0	I enjoyed the overall experience, from the friendly staff, the beautiful pool areas, the shops, gondola ride ( indoor& outdoor), the wonderful restaurants and the beautiful décor.	["I","enjoyed","the","overall","experience",",","from","the","friendly","staff",",","the","beautiful","pool","areas",",","the","shops",",","gondola","ride","(","indoor","&","outdoor",")",",","the","wonderful","restaurants","and","the","beautiful","decor","."]
888	888_1	I will never come to Vegas and stay anywhere else.	["I","will","never","come","to","Vegas","and","stay","anywhere","else","."]
888	888_2	I loved this hotel !	["I","loved","this","hotel","!"]
889	889_1	everyone was nice and helpful.	["everyone","was","nice","and","helpful","."]
892	892_0	The staff at front desk very friendly and helpful, the room was lovely, beds were very comfortable.	["The","staff","at","front","desk","very","friendly","and","helpful",",","the","room","was","lovely",",","beds","were","very","comfortable","."]
893	893_0	Compared to the one other 5 star hotel in Las Vegas, I was rather disappointed.	["Compared","to","the","one","other","5","star","hotel","in","Las","Vegas",",","I","was","rather","disappointed","."]
893	893_1	Maybe it is somewhat expected from a gigantic hotel like that.	["Maybe","it","is","somewhat","expected","from","a","gigantic","hotel","like","that","."]
893	893_2	Staff was friendly enough, but in over all, they lack personal hospitality.	["Staff","was","friendly","enough",",","but","in","over","all",",","they","lack","personal","hospitality","."]
893	893_3	Room was nice, but they only gave us one extra blanket when I asked for two.	["Room","was","nice",",","but","they","only","gave","us","one","extra","blanket","when","I","asked","for","two","."]
893	893_4	Fridge is all computerized and you cannot even move a bottle in the fridge without getting charged.	["Fridge","is","all","computerized","and","you","can","not","even","move","a","bottle","in","the","fridge","without","getting","charged","."]
893	893_5	Bathroom was nice, and it has a TV by the mirror, but the way the bathtub is built, you cannot watch the TV from the bathtub.	["Bathroom","was","nice",",","and","it","has","a","TV","by","the","mirror",",","but","the","way","the","bathtub","is","built",",","you","can","not","watch","the","TV","from","the","bathtub","."]
895	895_0	Big and comfort room,very big hotel.	["Big","and","comfort","room",",","very","big","hotel","."]
896	896_0	Great experience, good location for dining and shopping	["Great","experience",",","good","location","for","dining","and","shopping"]
897	897_0	This is the second time I've stayed at this hotel, a nd I am just as impressed as the first time.	["This","is","the","second","time","I","'ve","stayed","at","this","hotel",",","a","nd","I","am","just","as","impressed","as","the","first","time","."]
897	897_1	The room ,which are all suites, was beautiful, clean and very spacious.	["The","room",",","which","are","all","suites",",","was","beautiful",",","clean","and","very","spacious","."]
897	897_2	It is close to many things on the strip.	["It","is","close","to","many","things","on","the","strip","."]
897	897_3	The concierge was most helpful in booking our dinners and shows.	["The","concierge","was","most","helpful","in","booking","our","dinners","and","shows","."]
897	897_4	I will be staying there again on the next trip to Las Vegas.	["I","will","be","staying","there","again","on","the","next","trip","to","Las","Vegas","."]
898	898_0	Very nicely appointed room.	["Very","nicely","appointed","room","."]
898	898_1	Plenty of space, nice sunken living room.	["Plenty","of","space",",","nice","sunken","living","room","."]
898	898_2	Beautiful, spacious bathroom.	["Beautiful",",","spacious","bathroom","."]
900	900_2	Great location on the strip!	["Great","location","on","the","strip","!"]
901	901_0	It is a very nice hotel.	["It","is","a","very","nice","hotel","."]
901	901_1	The rooms are gorgeous and very clean.	["The","rooms","are","gorgeous","and","very","clean","."]
901	901_2	We had a great experience there and it felt like never leaving home in spite of not being from USA.	["We","had","a","great","experience","there","and","it","felt","like","never","leaving","home","in","spite","of","not","being","from","USA","."]
902	902_2	The best hotel I have ever been at!	["The","best","hotel","I","have","ever","been","at","!"]
902	902_4	Lot of luxury and a great price per nigth.	["Lot","of","luxury","and","a","great","price","per","nigth","."]
902	902_5	Actually I have been in a more expensive hotels and the quiality of services, assistance and room of the Venetian is incomparable!	["Actually","I","have","been","in","a","more","expensive","hotels","and","the","quiality","of","services",",","assistance","and","room","of","the","Venetian","is","incomparable","!"]
903	903_0	excellent facilities, excellent staff, just like Venice but just smaller, we've been to Venice and it's very authentic,excellent restaurants,if you stay here you really don't have to venture outside at all,even the gaming sections are very clean and bright, unlike the other hotels, also kids friendly.	["excellent","facilities",",","excellent","staff",",","just","like","Venice","but","just","smaller",",","we","'ve","been","to","Venice","and","it","'s","very","authentic",",","excellent","restaurants",",","if","you","stay","here","you","really","do","n't","have","to","venture","outside","at","all",",","even","the","gaming","sections","are","very","clean","and","bright",",","unlike","the","other","hotels",",","also","kids","friendly","."]
904	904_1	From check in - check out perfection.	["From","check","in","-","check","out","perfection","."]
904	904_2	All the employees were helpful and very professional.	["All","the","employees","were","helpful","and","very","professional","."]
904	904_3	Worth the money for the comfort and location.	["Worth","the","money","for","the","comfort","and","location","."]
904	904_4	I will be staying at the venetian again.	["I","will","be","staying","at","the","venetian","again","."]
905	905_0	Check in was quick and easy.	["Check","in","was","quick","and","easy","."]
905	905_1	The room was what I expected.	["The","room","was","what","I","expected","."]
905	905_2	The bella suite was more than enough for four people.	["The","bella","suite","was","more","than","enough","for","four","people","."]
905	905_3	The restaurants we ate at were great such as Public House and Tao.	["The","restaurants","we","ate","at","were","great","such","as","Public","House","and","Tao","."]
905	905_5	I would come back again	["I","would","come","back","again"]
906	906_0	The staff were polite,friendly and courteous,including the casino staff.	["The","staff","were","polite",",","friendly","and","courteous",",","including","the","casino","staff","."]
906	906_1	A slight blip with one of the restaurants but that was corrected.	["A","slight","blip","with","one","of","the","restaurants","but","that","was","corrected","."]
906	906_2	It is extremely hard to find food that is not overloaded with salt.	["It","is","extremely","hard","to","find","food","that","is","not","overloaded","with","salt","."]
906	906_3	I find this a problem with most eateries particularly in the U.S.-but healthier alternatives should be available in a resort the quality of the Venetian.	["I","find","this","a","problem","with","most","eateries","particularly","in","the","U.S.-but","healthier","alternatives","should","be","available","in","a","resort","the","quality","of","the","Venetian","."]
906	906_4	Overall a satisfactory stay	["Overall","a","satisfactory","stay"]
908	908_0	They overbooked our Bella two queen suite and we had to settle for a 1 bed suite.	["They","overbooked","our","Bella","two","queen","suite","and","we","had","to","settle","for","a","1","bed","suite","."]
908	908_1	Still paid for the two bedroom.	["Still","paid","for","the","two","bedroom","."]
911	911_0	We had a very enjoyable stay at The Venetian.	["We","had","a","very","enjoyable","stay","at","The","Venetian","."]
911	911_1	It was beautiful, the gondola ride through the hotel was magical.	["It","was","beautiful",",","the","gondola","ride","through","the","hotel","was","magical","."]
914	914_0	Although the hotel was very busy, which is expected in Vegas, it was very nice.	["Although","the","hotel","was","very","busy",",","which","is","expected","in","Vegas",",","it","was","very","nice","."]
914	914_1	Pool area was very crowded.	["Pool","area","was","very","crowded","."]
915	915_0	I loved my stay @ the Venetian one of the biggest hotels in the world.	["I","loved","my","stay","@","the","Venetian","one","of","the","biggest","hotels","in","the","world","."]
915	915_1	It's a lot perks to staying @ thus hotel.	["It","'s","a","lot","perks","to","staying","@","thus","hotel","."]
915	915_2	Such as the club Tao and the beach party.	["Such","as","the","club","Tao","and","the","beach","party","."]
915	915_3	Def would recommend staying there.	["Def","would","recommend","staying","there","."]
915	915_4	Only thing was my Internet service was on and off but I wasn't charged for it.	["Only","thing","was","my","Internet","service","was","on","and","off","but","I","was","n't","charged","for","it","."]
915	915_5	GREAT place 2 stay!	["GREAT","place","2","stay","!"]
916	916_0	we could not seem to get a straight answer in regards to renovated rooms in the complex.	["we","could","not","seem","to","get","a","straight","answer","in","regards","to","renovated","rooms","in","the","complex","."]
916	916_1	we were told at check in, some rooms were renovated, we were told the is no full strip view from the complex and than we were than told the renovations of units was just furniture being updated.	["we","were","told","at","check","in",",","some","rooms","were","renovated",",","we","were","told","the","is","no","full","strip","view","from","the","complex","and","than","we","were","than","told","the","renovations","of","units","was","just","furniture","being","updated","."]
916	916_2	On checkout we were than told that the entire top half of the building was already renovated (gutted and redone) and that the higher you go the better view of the strip you receive.	["On","checkout","we","were","than","told","that","the","entire","top","half","of","the","building","was","already","renovated","(","gutted","and","redone",")","and","that","the","higher","you","go","the","better","view","of","the","strip","you","receive","."]
916	916_3	Could not get a straight answer from anyone as every staff we talked to told us something different.	["Could","not","get","a","straight","answer","from","anyone","as","every","staff","we","talked","to","told","us","something","different","."]
916	916_4	other than that very nice complex.	["other","than","that","very","nice","complex","."]
917	917_0	Upon arrival our room was not ready, ended up getting an amazing suite upgrade.	["Upon","arrival","our","room","was","not","ready",",","ended","up","getting","an","amazing","suite","upgrade","."]
917	917_1	Excellent customer service, very elegant.	["Excellent","customer","service",",","very","elegant","."]
917	917_2	No complaints at all.	["No","complaints","at","all","."]
917	917_3	Beautiful place to stay.	["Beautiful","place","to","stay","."]
918	918_0	The Venetian is a massive hotel.	["The","Venetian","is","a","massive","hotel","."]
918	918_1	Bigger than Texas with 100 rooms a floor and 40+ floors, it is like a small town all by itself.	["Bigger","than","Texas","with","100","rooms","a","floor","and","40","+","floors",",","it","is","like","a","small","town","all","by","itself","."]
918	918_2	With such scale, the hotel can't help but come across a bit impersonal and you do feel like just a number.	["With","such","scale",",","the","hotel","ca","n't","help","but","come","across","a","bit","impersonal","and","you","do","feel","like","just","a","number","."]
918	918_3	The rooms are large and the king size bed was absolutely brilliant, like sleeping on an air cushion.	["The","rooms","are","large","and","the","king","size","bed","was","absolutely","brilliant",",","like","sleeping","on","an","air","cushion","."]
918	918_4	However, the hotel is starting to date a bit now, with the bathrooms looking a bit tired with fading chrome and dull brass fittings.	["However",",","the","hotel","is","starting","to","date","a","bit","now",",","with","the","bathrooms","looking","a","bit","tired","with","fading","chrome","and","dull","brass","fittings","."]
918	918_5	The pool area was probably the biggest disappointment.	["The","pool","area","was","probably","the","biggest","disappointment","."]
918	918_6	It is like a parking lot with vast expanses of concrete, minimal greenery and not a single umbrella.	["It","is","like","a","parking","lot","with","vast","expanses","of","concrete",",","minimal","greenery","and","not","a","single","umbrella","."]
918	918_7	114 Fahrenheit and no umbrellas to shade under?	["114","Fahrenheit","and","no","umbrellas","to","shade","under","?"]
918	918_8	The food in the various hotel restaurants was also generally very average.	["The","food","in","the","various","hotel","restaurants","was","also","generally","very","average","."]
918	918_9	In fact, a breakfast we had at a little cafe in the Grande Canal area was so bad, we left without eating it.	["In","fact",",","a","breakfast","we","had","at","a","little","cafe","in","the","Grande","Canal","area","was","so","bad",",","we","left","without","eating","it","."]
918	918_10	One of the worst meals I have had the displeasure of experiencing.	["One","of","the","worst","meals","I","have","had","the","displeasure","of","experiencing","."]
918	918_11	I also ate at the Domencian Restaurant and the food there was also very average and expensive.	["I","also","ate","at","the","Domencian","Restaurant","and","the","food","there","was","also","very","average","and","expensive","."]
918	918_12	I think there are better hotels in Vegas at the price.	["I","think","there","are","better","hotels","in","Vegas","at","the","price","."]
919	919_0	It was a very good stay in Venetian.	["It","was","a","very","good","stay","in","Venetian","."]
919	919_1	the rooms are very very spacious and the facilities were top notch.	["the","rooms","are","very","very","spacious","and","the","facilities","were","top","notch","."]
920	920_0	Wonderful location, beautiful hotel...	["Wonderful","location",",","beautiful","hotel","..."]
921	921_0	A perfect place for a much needed retreat!	["A","perfect","place","for","a","much","needed","retreat","!"]
921	921_1	NOW THIS REQUIREMENT TO CONTINUE WRITING ABOUT THIS GREAT EXPERIENCE IS MAKING ME REGRET TRYING TO DO THE RIGHT THING.	["NOW","THIS","REQUIREMENT","TO","CONTINUE","WRITING","ABOUT","THIS","GREAT","EXPERIENCE","IS","MAKING","ME","REGRET","TRYING","TO","DO","THE","RIGHT","THING","."]
921	921_3	Please add a bit more to your review...	["Please","add","a","bit","more","to","your","review","..."]
921	921_5	STOP WITH THIS NONSENSE!	["STO","P","WITH","THIS","NONSENSE","!"]
922	922_0	Our king suite with a view was outstanding and I would highly recommend the upgrade.	["Our","king","suite","with","a","view","was","outstanding","and","I","would","highly","recommend","the","upgrade","."]
922	922_1	The hotel was stunning including the lobby, Grand Canal Shops, casino, restaurants and theaters.	["The","hotel","was","stunning","including","the","lobby",",","Grand","Canal","Shops",",","casino",",","restaurants","and","theaters","."]
922	922_2	There were so many choices and so much to do it was almost overwhelming.	["There","were","so","many","choices","and","so","much","to","do","it","was","almost","overwhelming","."]
922	922_3	I wish the staff would have been more informative about all the hotel had to offer and services provided.	["I","wish","the","staff","would","have","been","more","informative","about","all","the","hotel","had","to","offer","and","services","provided","."]
922	922_4	We missed eating at Mario Batali's restaurant and would have preferred that over Zeffirino's - just so so.	["We","missed","eating","at","Mario","Batali","'s","restaurant","and","would","have","preferred","that","over","Zeffirino","'s","-","just","so","so","."]
922	922_5	Rock of Ages was great as was The Bourbon Room afterwards.	["Rock","of","Ages","was","great","as","was","The","Bourbon","Room","afterwards","."]
922	922_6	Concierge could have been more helpful too when we went down to pick up our theatre tickets.	["Concierge","could","have","been","more","helpful","too","when","we","went","down","to","pick","up","our","theatre","tickets","."]
922	922_7	Overall stay was wonderful !	["Overall","stay","was","wonderful","!"]
922	922_8	We 'll be back.	["We","'ll","be","back","."]
923	923_0	Simply Wow  but there is no tea or coffee maker in the room and every time you order it takes about 45 minutes and is awfully expensive also and besides this they levy resort charges which are leveied at the time of checkout	["Simply","Wow","but","there","is","no","tea","or","coffee","maker","in","the","room","and","every","time","you","order","it","takes","about","45","minutes","and","is","awfully","expensive","also","and","besides","this","they","levy","resort","charges","which","are","leveied","at","the","time","of","checkout"]
924	924_0	Overall I had a great experience at the hotel.	["Overall","I","had","a","great","experience","at","the","hotel","."]
924	924_1	I would stay their again.	["I","would","stay","their","again","."]
925	925_1	Great staff, great food, great hotel.	["Great","staff",",","great","food",",","great","hotel","."]
925	925_2	Would recommend to anyone	["Would","recommend","to","anyone"]
926	926_0	This was our first time staying at the Venetian and it was a great stay.	["This","was","our","first","time","staying","at","the","Venetian","and","it","was","a","great","stay","."]
926	926_1	We had stayed at the Pallazo before.	["We","had","stayed","at","the","Pallazo","before","."]
926	926_2	But both places are awesome places to stay.	["But","both","places","are","awesome","places","to","stay","."]
926	926_3	The Bella suite was nothing but perfect.	["The","Bella","suite","was","nothing","but","perfect","."]
926	926_4	I love how the room had two TVs and its own little living area with couch.	["I","love","how","the","room","had","two","TVs","and","its","own","little","living","area","with","couch","."]
927	927_0	All rooms are suites excellent for families.	["All","rooms","are","suites","excellent","for","families","."]
927	927_1	Altho a 4000 room hotel, request for services such as extra towels, blanket took only 15 minutes.	["Altho","a","4000","room","hotel",",","request","for","services","such","as","extra","towels",",","blanket","took","only","15","minutes","."]
927	927_2	The grandiour of the hotel is unparallel.	["The","grandiour","of","the","hotel","is","unparallel","."]
928	928_0	A little disappointing that you can not use the mini bar to even store water, that is a real rip off.	["A","little","disappointing","that","you","can","not","use","the","mini","bar","to","even","store","water",",","that","is","a","real","rip","off","."]
928	928_2	Rooms are nice but not as clean as you would expect of a 5 star hotel, we found a dusty pair of sunglasses under one bed and what looked like someones skimpy thong behind one of the chairs in the sitting area.	["Rooms","are","nice","but","not","as","clean","as","you","would","expect","of","a","5","star","hotel",",","we","found","a","dusty","pair","of","sunglasses","under","one","bed","and","what","looked","like","someones","skimpy","thong","behind","one","of","the","chairs","in","the","sitting","area","."]
928	928_3	Pool was very crowded so we did not even bother to go.	["Pool","was","very","crowded","so","we","did","not","even","bother","to","go","."]
929	929_0	They have restaurants from 5 of the top chefs in the world.	["They","have","restaurants","from","5","of","the","top","chefs","in","the","world","."]
929	929_4	Only issue is that it is so big.	["Only","issue","is","that","it","is","so","big","."]
929	929_5	Bring good walking shoes.	["Bring","good","walking","shoes","."]
929	929_8	Probably need to go elsewhere for more entertainment options.	["Probably","need","to","go","elsewhere","for","more","entertainment","options","."]
929	929_9	But when you come home to your room, you will love it.	["But","when","you","come","home","to","your","room",",","you","will","love","it","."]
929	929_10	There is an upscale mall here.	["There","is","an","upscale","mall","here","."]
929	929_11	Barneys, David Yurman, etc.  The Venice experience of the Gondola rides will be enough to keep you here rather than going to the real Venice.	["Barneys",",","David","Yurman",",","etc.","The","Venice","experience","of","the","Gondola","rides","will","be","enough","to","keep","you","here","rather","than","going","to","the","real","Venice","."]
929	929_12	Get a package deal through Expedia and you will save a boatload of money.	["Get","a","package","deal","through","Expedia","and","you","will","save","a","boatload","of","money","."]
929	929_13	I went for business and the conference area is incredible.	["I","went","for","business","and","the","conference","area","is","incredible","."]
929	929_14	Huge conference stadium and so many breakout rooms.	["Huge","conference","stadium","and","so","many","breakout","rooms","."]
929	929_15	Makes for an incredible experience.	["Makes","for","an","incredible","experience","."]
930	930_0	We bought our own food and stored it in the in-suite refrigerator not using any of the amenities stored in there, when we went to check out we were charged an extra $105 on top of $65 resort fee (2 nights) just for using their fridge.	["We","bought","our","own","food","and","stored","it","in","the","in","-","suite","refrigerator","not","using","any","of","the","amenities","stored","in","there",",","when","we","went","to","check","out","we","were","charged","an","extra","105","on","top","of","65","resort","fee","(","2","nights",")","just","for","using","their","fridge","."]
931	931_0	Service was terrible for a five star hotel.	["Service","was","terrible","for","a","five","star","hotel","."]
932	932_0	In the past I have stayed at other Vegas hotels but its simply not worth it.	["In","the","past","I","have","stayed","at","other","Vegas","hotels","but","its","simply","not","worth","it","."]
932	932_1	The Venetian rooms are opulent and roomy.	["The","Venetian","rooms","are","opulent","and","roomy","."]
932	932_2	The hotel is located in the heart of the strip and is a stunning site.	["The","hotel","is","located","in","the","heart","of","the","strip","and","is","a","stunning","site","."]
932	932_3	Unfortunately this trip the indoor canal was being worked on but they don't deserve to be dinged because they keep up with their hotel.	["Unfortunately","this","trip","the","indoor","canal","was","being","worked","on","but","they","do","n't","deserve","to","be","dinged","because","they","keep","up","with","their","hotel","."]
932	932_4	Next time I might try the Palazzo, their sister hotel.	["Next","time","I","might","try","the","Palazzo",",","their","sister","hotel","."]
933	933_0	good view perfect price，room is very nice。i will be back for pleasure。	["good","view","perfect","price",",","room","is","very","nice","。","i","will","be","back","for","pleasure","。"]
934	934_0	Returned at 3:30 from the casinos.	["Returned","at","3:30","from","the","casinos","."]
934	934_1	The room sheets were not changed, carpet was dirty, and shower had hair in it.	["The","room","sheets","were","not","changed",",","carpet","was","dirty",",","and","shower","had","hair","in","it","."]
934	934_2	They sent in a couple maids to correct and are crediting the first night plus room credit.	["They","sent","in","a","couple","maids","to","correct","and","are","crediting","the","first","night","plus","room","credit","."]
935	935_0	The hotel was great!	["The","hotel","was","great","!"]
935	935_1	it's location is great on the strip in the middle of everything.	["it","'s","location","is","great","on","the","strip","in","the","middle","of","everything","."]
935	935_2	the gotel staff was great and helped with everything we neededthe room was excellent	["the","gotel","staff","was","great","and","helped","with","everything","we","neededthe","room","was","excellent"]
937	937_0	Overall  the hotel is pretty nice, but the pocket door to the bathroom was broken and would not close, also, there is a fake wall between the living room and bedroom, this is not a true suite to me, the powder room in the entry way has a very awkward door to it, it is about 3/4 of the width of the bathroom, and opens inward, you have to almost be a very small child to get to the toilet.	["Overall","the","hotel","is","pretty","nice",",","but","the","pocket","door","to","the","bathroom","was","broken","and","would","not","close",",","also",",","there","is","a","fake","wall","between","the","living","room","and","bedroom",",","this","is","not","a","true","suite","to","me",",","the","powder","room","in","the","entry","way","has","a","very","awkward","door","to","it",",","it","is","about","3/4","of","the","width","of","the","bathroom",",","and","opens","inward",",","you","have","to","almost","be","a","very","small","child","to","get","to","the","toilet","."]
937	937_1	The grounds and all of the pools are very nice.	["The","grounds","and","all","of","the","pools","are","very","nice","."]
938	938_0	We purchased a suite room at venetian from expedia.	["We","purchased","a","suite","room","at","venetian","from","expedia","."]
938	938_1	It was eye catching.	["It","was","eye","catching","."]
938	938_2	But, in reality the location of the room they give you is a nightmare: without a view, hotel key needs to be swiped 10x to be read, obviously stained walls with caulking of faucets so obviously not done right, provides you with few towels, noisy location and has extra fees that they didnt include in the description of what you are paying for	["But",",","in","reality","the","location","of","the","room","they","give","you","is","a","nightmare",":","without","a","view",",","hotel","key","needs","to","be","swiped","10x","to","be","read",",","obviously","stained","walls","with","caulking","of","faucets","so","obviously","not","done","right",",","provides","you","with","few","towels",",","noisy","location","and","has","extra","fees","that","they","didnt","include","in","the","description","of","what","you","are","paying","for"]
939	939_2	Has everything from great shopping, pools and food.	["Has","everything","from","great","shopping",",","pools","and","food","."]
939	939_3	Family friendly but also great for couples, or singles.	["Family","friendly","but","also","great","for","couples",",","or","singles","."]
941	941_0	Great trip to Vegas as a relaxing getaway.	["Great","trip","to","Vegas","as","a","relaxing","getaway","."]
941	941_1	The Venetian did not disappoint in helping us achieve that.	["The","Venetian","did","not","disappoint","in","helping","us","achieve","that","."]
942	942_0	overall great experience and a wonderful time the weather was great	["overall","great","experience","and","a","wonderful","time","the","weather","was","great"]
943	943_0	First of all, we stayed on a non-smoking floor and yet our room reeked of cigarette smoke.	["First","of","all",",","we","stayed","on","a","non","-","smoking","floor","and","yet","our","room","reeked","of","cigarette","smoke","."]
943	943_1	Smoke continued to filter through the vents.	["Smoke","continued","to","filter","through","the","vents","."]
943	943_2	In fact, it became so difficult to breathe the hotel had to provide an air purifier.	["In","fact",",","it","became","so","difficult","to","breathe","the","hotel","had","to","provide","an","air","purifier","."]
943	943_3	The room itself was worn and unclean, stains on the doors and walls.	["The","room","itself","was","worn","and","unclean",",","stains","on","the","doors","and","walls","."]
943	943_4	The couch had cigarette holes also.	["The","couch","had","cigarette","holes","also","."]
943	943_5	Definitely not a luxury resort.	["Definitely","not","a","luxury","resort","."]
943	943_6	The casino is very disappointing in its ambience.	["The","casino","is","very","disappointing","in","its","ambience","."]
943	943_7	Definitely not high-class.	["Definitely","not","high","-","class","."]
943	943_8	If you want comfort, class and style, look elsewhere.	["If","you","want","comfort",",","class","and","style",",","look","elsewhere","."]
944	944_0	This hotel has the hottest club TAO, it had a huge mall with all kinds of shops, the casino and the architecture along with the amazing service offered by EVERYONE in that hotel is beyond words.	["This","hotel","has","the","hottest","club","TAO",",","it","had","a","huge","mall","with","all","kinds","of","shops",",","the","casino","and","the","architecture","along","with","the","amazing","service","offered","by","EVERYONE","in","that","hotel","is","beyond","words","."]
944	944_1	Hotel is located right off the middle of the strip and I highly recommend this hotel.	["Hotel","is","located","right","off","the","middle","of","the","strip","and","I","highly","recommend","this","hotel","."]
944	944_2	The gym, pool and rooms are huge and well taken care of.	["The","gym",",","pool","and","rooms","are","huge","and","well","taken","care","of","."]
945	945_0	First time staying in The Venetian and I was not disappointed.	["First","time","staying","in","The","Venetian","and","I","was","not","disappointed","."]
945	945_1	Nice premises and friendly staff.	["Nice","premises","and","friendly","staff","."]
945	945_2	The location is good for the northern part of the Strip; still it's walking distance to most places along the Strip.	["The","location","is","good","for","the","northern","part","of","the","Strip",";","still","it","'s","walking","distance","to","most","places","along","the","Strip","."]
945	945_3	The Canal shopping mall nice and very convenient for Venetian's guests, it many restaurants, attractions and different convenient and luxury stores.	["The","Canal","shopping","mall","nice","and","very","convenient","for","Venetian","'s","guests",",","it","many","restaurants",",","attractions","and","different","convenient","and","luxury","stores","."]
945	945_5	I highly recommend it.	["I","highly","recommend","it","."]
946	946_0	My first reservation was at the Palazzo; however, due to overbooking there, we were placed in Venetian.	["My","first","reservation","was","at","the","Palazzo",";","however",",","due","to","overbooking","there",",","we","were","placed","in","Venetian","."]
946	946_1	Initially, it was upsetting because we had waited an hour and half  for a room at Palazzo to be cleaned (front desk had said she would have a room cleaned).	["Initially",",","it","was","upsetting","because","we","had","waited","an","hour","and","half","for","a","room","at","Palazzo","to","be","cleaned","(","front","desk","had","said","she","would","have","a","room","cleaned",")","."]
946	946_2	Requested consideration for the wait and the resort fee was waived.	["Requested","consideration","for","the","wait","and","the","resort","fee","was","waived","."]
946	946_3	We accepted the room at the Venetian and was delighted when first entering the room.	["We","accepted","the","room","at","the","Venetian","and","was","delighted","when","first","entering","the","room","."]
946	946_4	We have stayed at other places in Vegas, but none compare to this hotel...	["We","have","stayed","at","other","places","in","Vegas",",","but","none","compare","to","this","hotel","..."]
946	946_5	understand Wynn and Encore are luxurious too.	["understand","Wynn","and","Encore","are","luxurious","too","."]
946	946_6	We loved the rooms and decor in the suite and the hotel is breathtaking.	["We","loved","the","rooms","and","decor","in","the","suite","and","the","hotel","is","breathtaking","."]
946	946_7	We ended up staying six nights and paying more than normal because we absolutely loved the place.	["We","ended","up","staying","six","nights","and","paying","more","than","normal","because","we","absolutely","loved","the","place","."]
946	946_8	We had a great time out at the poolside relaxing and meeting new people.	["We","had","a","great","time","out","at","the","poolside","relaxing","and","meeting","new","people","."]
947	947_0	It's nice after a crazy, fun-packed day in Las Vegas to have the perfect hotel suite to come home to.	["It","'s","nice","after","a","crazy",",","fun","-","packed","day","in","Las","Vegas","to","have","the","perfect","hotel","suite","to","come","home","to","."]
947	947_1	Ours was beautiful from end to end, from the panoramic view to the sitting room with its comfortable little sofa; king bed with gorgeous linens, and a bath to die for (massive tub and shower, perfect water pressure, vanity area with a first-rate magnifying mirror, etc.) Service impeccable--no small feat, in that chaotic atmosphere.	["Ours","was","beautiful","from","end","to","end",",","from","the","panoramic","view","to","the","sitting","room","with","its","comfortable","little","sofa",";","king","bed","with","gorgeous","linens",",","and","a","bath","to","die","for","(","massive","tub","and","shower",",","perfect","water","pressure",",","vanity","area","with","a","first","-","rate","magnifying","mirror",",","etc.",")","Service","impeccable","--","no","small","feat",",","in","that","chaotic","atmosphere","."]
947	947_2	We enjoyed the casino as well as an excellent and reasonably-priced meal at the Bouchon restaurant.	["We","enjoyed","the","casino","as","well","as","an","excellent","and","reasonably","-","priced","meal","at","the","Bouchon","restaurant","."]
948	948_0	Everything was GREAT...	["Everything","was","GREAT","..."]
948	948_3	upscale and gorgeous...	["upscale","and","gorgeous","..."]
948	948_6	We were upgraded to a suite...	["We","were","upgraded","to","a","suite","..."]
948	948_8	very nice had 3 tvs...	["very","nice","had","3","tvs","..."]
948	948_9	.2 flat screens (1 on the wall in front of the 2 queen beds the other was on the wall in the step down living area...	[".2","flat","screens","(","1","on","the","wall","in","front","of","the","2","queen","beds","the","other","was","on","the","wall","in","the","step","down","living","area","..."]
948	948_11	and third on wall in bathroom while soaking in the very nice tub!	["and","third","on","wall","in","bathroom","while","soaking","in","the","very","nice","tub","!"]
948	948_16	Awesome and very clean ...	["Awesome","and","very","clean","..."]
948	948_18	the beds were so comfy...	["the","beds","were","so","comfy","..."]
948	948_20	the Hotel has everything and then some!	["the","Hotel","has","everything","and","then","some","!"]
948	948_24	We loved the Venetian	["We","loved","the","Venetian"]
